dataset,model,layer,checkpoint,seed,gauge_seed,trial,gauge_type,condition_number,R,r,full_update_error,dense_optimal_error,sp_plus_dense_error_gap,singular_value_gap,compact_path_no_dense_intermediate,d_out,d_in,spectrum,method,broadcast_error,numerical_checks_passed
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,7,1.6220468284185605e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.7003433189389729e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,7,1.6220468284185605e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,8,1.6220468284185605e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.4425383682622930e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,8,1.6220468284185605e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414467e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,9,1.6220468284185605e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.4388348432957778e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,9,1.6220468284185605e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,10,1.6220468284185605e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,3.9182135497676079e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,10,1.6220468284185605e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,11,1.6220468284185605e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,2.6467500504602753e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,11,1.6220468284185605e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,12,1.6220468284185605e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.4520621096748296e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,12,1.6220468284185605e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,13,1.6220468284185605e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.3297509936116644e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,13,1.6220468284185605e-16,2.7894471479061905e-02,0.0000000000000000e+00,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061905e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,14,1.6220468284185605e-16,1.9367683534861117e-02,6.9388939039072284e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.8294424573459956e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,14,1.6220468284185605e-16,1.9367683534861117e-02,6.9388939039072284e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861124e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,15,1.6220468284185605e-16,1.1776758457077180e-02,0.0000000000000000e+00,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.6156819862176414e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,15,1.6220468284185605e-16,1.1776758457077180e-02,0.0000000000000000e+00,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077180e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,16,1.6220468284185605e-16,1.5044881861371121e-15,2.6496629223039014e-17,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.6220468284185605e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,119,77,permutation,1.0000000000000000e+00,16,16,1.6220468284185605e-16,1.5044881861371121e-15,2.6496629223039014e-17,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.4779915569140731e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,1,1.8295779049272254e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.9988178544978479e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,1,1.8295779049272254e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,2,1.8295779049272254e-16,5.8653618158978293e-01,1.1102230246251565e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.5723166942728100e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,2,1.8295779049272254e-16,5.8653618158978293e-01,1.1102230246251565e-16,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,3,1.8295779049272254e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.7977678910271451e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,3,1.8295779049272254e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938667e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,4,1.8295779049272254e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.7647437922186988e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,4,1.8295779049272254e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,5,1.8295779049272254e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.7580612332233898e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,5,1.8295779049272254e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,6,1.8295779049272254e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.7014360539485103e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,6,1.8295779049272254e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,7,1.8295779049272254e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.6991200683515135e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,7,1.8295779049272254e-16,1.5401578878805305e-01,0.0000000000000000e+00,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805305e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,8,1.8295779049272254e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.5324087982134955e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,8,1.8295779049272254e-16,1.1761969034414464e-01,2.7755575615628914e-17,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414467e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,9,1.8295779049272254e-16,8.9635541751765482e-02,0.0000000000000000e+00,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.5124469592761010e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,9,1.8295779049272254e-16,8.9635541751765482e-02,0.0000000000000000e+00,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765482e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,10,1.8295779049272254e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.2197902512917442e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,10,1.8295779049272254e-16,6.8059266023895768e-02,1.3877787807814457e-17,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895754e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,11,1.8295779049272254e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.2189465609197832e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,11,1.8295779049272254e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.1342180441358257e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,12,1.8295779049272254e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.1193327891609508e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,12,1.8295779049272254e-16,3.8275941647656964e-02,0.0000000000000000e+00,1.2457140360555320e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.8275941647656964e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,13,1.8295779049272254e-16,2.7894471479061905e-02,3.4694469519536142e-18,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.9520011551338167e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,13,1.8295779049272254e-16,2.7894471479061905e-02,3.4694469519536142e-18,9.5412768171353260e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.7894471479061909e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,14,1.8295779049272254e-16,1.9367683534861117e-02,6.9388939039072284e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,5.1797590379833926e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,14,1.8295779049272254e-16,1.9367683534861117e-02,6.9388939039072284e-18,7.3079342984255988e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.9367683534861124e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,15,1.8295779049272254e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),RBLA prefix,4.4677110462052277e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,15,1.8295779049272254e-16,1.1776758457077180e-02,1.7347234759768071e-18,5.5973539740711183e-03,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1776758457077178e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,16,1.8295779049272254e-16,1.5044881861371121e-15,3.1564177447511958e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,1.8295779049272254e-16,True
synthetic,structured_low_rank_update,aggregate,N/A,42,120,78,permutation,1.0000000000000000e+00,16,16,1.8295779049272254e-16,1.5044881861371121e-15,3.1564177447511958e-16,1.8315638888734116e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.8201299606122317e-15,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,1,1.9100824066327589e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.9709585235747500e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,1,1.9100824066327589e-16,7.6587522244111828e-01,0.0000000000000000e+00,2.3407166163535187e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),7.6587522244111828e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,2,1.9100824066327589e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.9538820172586873e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,2,1.9100824066327589e-16,5.8653618158978293e-01,0.0000000000000000e+00,1.7928211885461642e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),5.8653618158978293e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,3,1.9100824066327589e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.9479982928808375e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,3,1.9100824066327589e-16,4.4915411831938662e-01,5.5511151231257827e-17,1.3731725539281042e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),4.4915411831938656e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,4,1.9100824066327589e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.6987560323941491e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,4,1.9100824066327589e-16,3.4390159360426859e-01,1.1102230246251565e-16,1.0517517725180980e-01,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),3.4390159360426847e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,5,1.9100824066327589e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.6980410069212564e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,5,1.9100824066327589e-16,2.6324948526250513e-01,0.0000000000000000e+00,8.0556648749685322e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.6324948526250513e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,6,1.9100824066327589e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.5487857504586038e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,6,1.9100824066327589e-16,2.0142837648485348e-01,0.0000000000000000e+00,6.1700620121071248e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),2.0142837648485348e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,7,1.9100824066327589e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,9.5383282019564319e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,7,1.9100824066327589e-16,1.5401578878805305e-01,2.7755575615628914e-17,4.7258253445400661e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.5401578878805303e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,8,1.9100824066327589e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.7607749575692040e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,8,1.9100824066327589e-16,1.1761969034414464e-01,0.0000000000000000e+00,3.6196435535451030e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),1.1761969034414464e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,9,1.9100824066327589e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.7041674325139406e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,9,1.9100824066327589e-16,8.9635541751765482e-02,1.3877787807814457e-17,2.7723875724391084e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),8.9635541751765468e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,10,1.9100824066327589e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,8.7028092694635861e-01,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,10,1.9100824066327589e-16,6.8059266023895768e-02,0.0000000000000000e+00,2.1234502066611080e-02,True,128,96,exp(-4*i/(R-1)),SP+ (compact QR),6.8059266023895768e-02,True
synthetic,structured_low_rank_update,aggregate,N/A,42,121,79,permutation,1.0000000000000000e+00,16,11,1.9100824066327589e-16,5.1342180441358257e-02,0.0000000000000000e+00,1.6264106883879949e-02,True,128,96,exp(-4*i/(R-1)),RBLA prefix,7.1752960062376747e-01,True
